Video,Frame,Dominant Emotion,Dominant Emotion Percentage,angry,disgust,fear,happy,sad,surprise,neutral
2.mp4,2.mp4_frame_0118.jpg,neutral,99.79233145713806,0.002331105133634992,1.2158649954907563e-09,0.020611334184650332,6.984360201300888e-07,0.1845961669459939,0.0001326479946328618,99.79233145713806
3.mp4,3.mp4_frame_0076.jpg,neutral,47.114866971969604,0.06999840843491256,3.6422361654464552e-09,11.59570887684822,5.170906192120128e-06,41.2192702293396,0.00015559836583634024,47.114866971969604
3.mp4,3.mp4_frame_0062.jpg,neutral,46.60346508026123,0.05398864159360528,1.0544967676828776e-09,25.84463357925415,1.3134706478012959e-05,27.497899532318115,1.4551314819755135e-06,46.60346508026123
2.mp4,2.mp4_frame_0124.jpg,neutral,94.17915344238281,0.15885124448686838,6.19432338755388e-08,0.594708975404501,5.605423236687557e-07,5.067255347967148,2.7500192345542018e-05,94.17915344238281
2.mp4,2.mp4_frame_0130.jpg,neutral,99.82323050498962,0.007600742537761107,1.2613472766265232e-09,0.02029870665865019,8.841116994062759e-06,0.14880815288051963,5.360447516977729e-05,99.82323050498962
3.mp4,3.mp4_frame_0089.jpg,neutral,65.93459248542786,8.773268014192581,0.0009162507012661081,2.717514894902706,0.01989410084206611,22.498300671577454,0.05552004440687597,65.93459248542786
3.mp4,3.mp4_frame_0274.jpg,neutral,53.212302923202515,7.005958924111155e-07,5.139519976486747e-15,0.15301526291295886,0.00048599795263726264,46.634191274642944,5.049533924675331e-11,53.212302923202515
1.mp4,1.mp4_frame_0097.jpg,neutral,77.19841003417969,12.549605965614319,1.6061447638548998e-05,0.13033257564529777,0.010843737254617736,10.104724019765854,0.006069978553568944,77.19841003417969
3.mp4,3.mp4_frame_0512.jpg,fear,44.71177160739899,32.713013887405396,0.019404612248763442,44.71177160739899,0.021162893972359598,9.219920635223389,0.25875738356262445,13.055969774723053
3.mp4,3.mp4_frame_0506.jpg,angry,83.60722260389059,83.60722260389059,0.13997473948004968,14.480288090671529,0.0044086731778828735,0.5568866885439528,0.9133729926201114,0.2978394384277536
1.mp4,1.mp4_frame_0083.jpg,angry,68.02048468345586,68.02048468345586,0.014589320642470344,4.754820644280834,0.12360283562805228,18.796501303136193,0.01551808196928865,8.274472263518302
3.mp4,3.mp4_frame_0260.jpg,neutral,99.37495000661015,1.1350502517048025e-07,9.613940595784509e-15,0.003417173095025908,1.2186271160518178e-05,0.6216201190209247,2.289394529290261e-11,99.37495000661015
3.mp4,3.mp4_frame_0248.jpg,neutral,99.92088078980927,6.531810258783042e-13,1.9813867869089023e-22,0.07361924947391447,6.744994409800953e-08,0.005499351355324953,6.38243662660016e-09,99.92088078980927
1.mp4,1.mp4_frame_0054.jpg,angry,97.75311973653797,97.75311973653797,7.717728966255735e-05,0.08353403704952753,0.0062737279019438,0.2143665892640842,0.03896161624036089,1.903658878367081
1.mp4,1.mp4_frame_0040.jpg,fear,47.733065215714596,24.82818363048835,0.0015972766135366695,47.733065215714596,0.8189404428232244,4.057944304698027,1.336032125178829,21.224240508585037
4.mp4,4.mp4_frame_0036.jpg,sad,90.84916114807129,1.3983309268951416,9.11165500383504e-05,7.695560157299042,0.0003727294597410946,90.84916114807129,0.005505777153302915,0.0509746081661433
1.mp4,1.mp4_frame_0068.jpg,fear,98.72931241989136,0.013414166460279375,2.0285519097829052e-08,98.72931241989136,8.632999737301361e-06,1.2571902014315128,3.2371848257550795e-09,7.344526693486841e-05
4.mp4,4.mp4_frame_0022.jpg,sad,96.35266065597534,0.22903052158653736,4.550770427158568e-06,3.1655699014663696,0.0008990784408524632,96.35266065597534,0.00023592433535668533,0.25160149671137333
